subject_id,q6newyork,q6a1,q6a2,q6a3_1,q6a3_2,q6a3_3,q6a3_4,q6a3_5,q6a3_6,q6a3_7,q6a3_8,q6a4_1,q6a4_2,q6a4_3,q6a4_4,q6a4_5,q6a4_6,q6a4_7,q6a4_8,q6a4_9,q6a4_10,q6a4_11,q6a5,q6a6,q6a7,q6a7x,q6a14,q6a8,q6a9,q6a10,q6a11,q6a12,q6b1,q6b1_other,q6b1_otherx,q6b1_a1,q6b1_a2,q6b1_a3,q6b1_a4,q6b1_a5,q6b1_a6,q6b1_a7,q6b1_a8,q6b1_a9,q6b1_a10,q6b1_a11,q6b1_a12,q6b1_a13,q6b1_a14,q6b1_a15,q6b1a15_other,q6b1a15_otherx,q6b1_b,q6b2,q6b3,q6b4,q6b5_1,q6b5_2,q6b5_3,q6b5_4,q6b5_5,q6b5_6,q6b5_7,q6b5_8,q6b5_9,q6b5_10,q6b5_11,q6b6,q6b7,q6b7x,q6b8,q6b8x,q6b9,q6b9x,q6b10_1,q6b10_1x,q6b10_2,q6b10_2x,q6b11,q6b12,q6b13,q6b14,q6b15,q6b16,q6b16_weeklyx,q6b16_monthlyx,q6b16_yearlyx,q6b16_hourlyx,q6b17_1,q6b17_2,q6b17_3,q6b17_4,q6b17_5,q6b18_1,q6b18_2,q6b18_3,q6b18_4,q6b18_5,q6b18_6,q6b18_7,q6b18_7x,q6b19,q6b19x,q6b20,q6c1,q6c2a,q6c2ax,q6c2b,q6c2bx,q6c2c,q6c2cx,q6c2d,q6c2dx,q6c2e,q6c3_1,q6c3_2,q6c3_3,q6c3_4,q6c3_5,q6c3_6,q6c3_7,q6c3_8,q6c3_9,q6c3_11,q6c3_10,q6c3_10_other,q6c3_10_otherx,q6c4_1,q6c4_2,q6c4_3,q6c4_4,q6c4_5,q6c4_6,q6c4_7,q6c4_8,q6c4_9,q6c4_10,q6c4_11,q6c4_12,q6c4_13,q6c4_13_other,q6c4_13_otherx,q6d1,q6d2_1,q6d2_2,q6d2_3,q6d2_4,q6d2_5,q6d2_6,q6d2_7,q6d2_8,q6d2_9,q6d2_9_other,q6d2_9_otherx,q6e1,q6e1x,q6e2,q6e2x,q6e3_1,q6e3_2,q6e3_3,q6e3_4,q6e3_5,q6e3_6,q6e3_7,q6e3_8,q6e3_9,q6e3_10,q6e3_11,q6weight_p,q6weight_pu
942,1,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0,,,5,2,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,2,1,1,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,,,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,8939.885798,26816
943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,40,1,100,4,4,4,5,5,5,4,6,0,0,6,2445.33347,3668
945,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0,,,1,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,40,1,real estate management ,1,real estate ,1,September,1,2004,0,4,0,2,3,97,,,,,1,1,1,1,0,0,0,0,0,1,0,0,,1,45,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3721.507502,2791
946,1,3,0,0,0,0,0,0,1,,,1,1,0,0,0,1,1,1,0,0,0,,1,1,Dad got into car accident and had to switch jobs,3,1,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,3,1,,2,0,0,0,0,0,1,1,1,0,0,0,0,97,,1,Social Work Intern,1,College Campus,1,June,1,2014,0,4,1,1,1,4,,,,15,0,0,0,0,1,0,0,0,0,1,0,0,,1,75,1,1,1,3,1,3,1,2,1,3,1,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,7805.731134,5854
947,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,0,,,3,3,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,55,1,85,5,1,5,3,2,5,6,5,1,2,4,10548.43849,15820
948,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2,0,1,1,2,8,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,52,1,90,6,6,0,6,6,6,6,6,6,6,6,3348.12325,5022
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,3,1,0,0,0,1,4,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,1,12,1,1,1,8,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9695.322151,7270
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,MY COIN COLLECTION WAS STOLEN FROM MY HOUSE ON A SUNDAY BY SOMEONE I AM ASSUMING I KNOW B/C MY SAFE WASN'T BROKEN INTO BUT KEY WAS USED TO TAKE COINS,1,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,98,,6,6,0,6,6,6,6,6,0,6,6,3962.206993,11885
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,1,0,,,5,1,0,0,0,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,I HAVE AN ACS CASE ,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,40,98,,0,0,0,0,0,0,5,5,0,0,5,3779.848791,2834
956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,0,,,4,3,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,0,0,2,1,66,1,Pressman,1,Newspaper Industry,1,June,1,2006,0,4,1,1,2,97,,,,,0,1,1,1,0,1,0,0,0,0,0,0,,1,15,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7966.753092,11948
959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,97,97,97,97,97,97,97,97,97,97,97,1,1,25,1,warehouser,1,pepsico fritolay,1,July,1,2010,1,3,1,2,2,3,,,25000,,0,0,0,1,0,0,0,0,0,1,0,0,,1,60,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2448.667258,7345
962,1,3,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,1,0,0,,1,97,,3,1,0,0,0,1,4,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3,1,,1,97,97,97,97,97,97,97,97,97,97,97,0,97,,1,Sales person,1,Food,97,,1,2013,0,2,1,1,2,4,,,,8.5,0,0,0,0,1,0,1,0,0,0,0,0,,1,5,3,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17828.09788,17826
963,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,3,0,0,0,2,9,1,Work is Sporadic,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,1,Interpreter,1,Medical/legal,1,August,1,2010,0,1,0,1,1,4,,,,25,0,0,0,0,1,0,0,0,0,1,0,0,,1,40,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,Continuing education for interpretation certification,,,,,,,,,,,,,,,,6749.253729,6748
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,1,manager,1,photography,1,January,1,2002,0,3,1,1,1,3,,,120000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,30,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.51914,2044
966,1,2,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,58,98,,6,4,4,4,5,2,4,3,4,5,3,2665.696854,7996
967,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,0,2,9,1,Work is Sporadic,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1,0,98,,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17828.09788,17826
968,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,99,,99,,99,,99,,1,4,98,1,1,97,,,,,1,1,1,1,0,0,0,0,0,1,0,0,,1,50,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,10844.81224,32530
969,1,1,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,0,,,3,3,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,97,1,1,1,1,1,1,0,0,1,1,1,97,1,30,1,school bus driver,97,,1,September,1,2006,1,3,1,1,1,97,,,,,1,1,0,0,0,1,0,0,0,0,0,0,,1,30,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3745.510775,2809
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,Child support payments stopped ,3,2,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,1,90,6,0,6,5,0,5,6,5,0,5,5,1640.557056,2460
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,40,98,,5,98,6,6,6,6,3,4,4,0,0,8691.518595,13036
978,1,2,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,1,0,0,0,,1,1,Got hurt at work.,4,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,39,1,sales,1,Lowes,1,November,1,2013,0,4,1,2,3,97,,,,,1,1,1,0,0,1,0,0,0,0,0,0,,1,20,4,1,1,3,1,3,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8540.498001,12809
979,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1,1,1,40,1,Teacher,1,Education,1,September,1,2008,1,4,0,1,1,3,,,50000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,20,2,1,1,3,1,3,1,1,1,3,0,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,12360.35225,12359
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,1,3,0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,3,1,0,0,0,1,5,,,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,4,1,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,0,1,1,1,1,1,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3159.430851,4738
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,Transfered to a New Job location,3,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,70,1,Manager,1,Food/retail,1,September,1,2012,0,2,0,2,3,3,,,65000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.513412,3961
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,30,1,Lecturer/Counselor,1,Higher Education,1,February,1,2009,1,4,0,1,1,3,,,62000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,20,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,4089.891072,6134
990,1,3,0,0,0,0,0,0,0,,,0,0,1,0,0,0,1,0,0,0,0,,0,,,2,1,0,0,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Lack of experience in the field I went to school for MPH degree,3,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,97,,1,Administrative Assistant,1,Health Care Clinic,1,August,1,2014,0,4,1,1,1,4,,,,17.75,0,0,0,0,1,0,0,0,0,1,0,0,,1,30,4,1,1,55,1,10,1,4,1,26,0,,,,,,,,,,,,,,1,1,1,0,0,1,0,1,0,1,0,1,1,1,Linkedin,1,0,0,0,0,0,0,0,0,1,1,Certificate in EHR Implementation,,,,,,,,,,,,,,,,4690.306284,3517
991,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,death of child,3,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,65,1,65,6,6,6,5,4,6,6,6,6,6,6,,
992,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,,1,1,death of sister,1,2,0,0,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,50,1,90,6,2,2,6,5,5,5,5,0,5,6,1778.242499,5334
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,,2,3,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,25,1,retail,1,retail,1,September,1,2013,0,1,1,2,1,97,,,,,0,0,0,0,1,0,0,0,0,1,0,0,,1,45,4,1,1,5,1,10,1,0,1,3,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,1,went back to school ,,,,,,,,,,,,,,,,13635.85952,20451
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,7,,,,,,,,,,,,,,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97,,97,,97,,97,,97,,,,,,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,97,97,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,15685.80574,15684
997,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,4,2,0,0,0,1,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,46,1,65,4,3,99,99,5,4,5,5,4,4,4,10384.41612,10383
998,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,70,1,93,5,4,3,0,6,3,2,6,1,4,5,1081.480815,811
