subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
1324,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,2,2,,,,,,,,,,,97,2,,97,1,,97,1,,97,6,,97,98,,97,4,,97,3,,97,3,,97,3,,4,,,97,98,,98,3,,97,3,,4,,,97,1,,4,,,4,,,97,3,,97,1,,97,6,,4,,,97,1,,4,,,4,,,2,RENT,450,,,,,,,,,,,,
1325,1,1,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,,,98,2,,98,6,,4,,,3,,350,1,,12,2,,35,2,,180,2,,100,2,,90,98,1,,3,,150,4,,,2,,30,4,,,4,,,4,,,4,,,4,,,3,,100,98,6,,4,,,2,,120,3,,100,2,,130,3,GIFTS,500,,,,,,,,,,,,
1326,3,0,0,0,0,0,0,0,,,0,0,0,0,98,0,0,1,0,0,0,,0,,,3,0,0,0,2,2,1,,,1,2400,,,,,,2,,200,2,,25,2,,17,3,,500,2,,15,2,,10,2,,100,4,,,2,,137,3,,2575,3,,1500,4,,,2,,17,4,,,,,,,,,2,,150,4,,,2,,10,3,,300,2,,25,2,,10,2,,25,4,,,1,LOTTERY TICKETS,5,,,,,,,,,,,,
1327,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,5,,,,,,,,,,,2,,180,4,,,4,,,2,,30,4,,,2,,30,2,,170,2,,45,2,,120,4,,,4,,,4,,,2,,10,4,,,,,,,,,4,,,4,,,4,,,4,,,2,,16,2,,15,3,,120,4,,,,,,,,,,,,,,,,,
1328,3,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,,1,1,Depression,3,0,0,0,3,3,1,,,1,4000,,,,,,1,,50,1,,50,4,,,2,,50,4,,,2,,50,2,,400,2,,350,2,,60,2,,70,3,,100,3,,300,2,,20,4,,,,,,,,,3,,10000,4,,,2,,50,3,,1500,4,,,4,,,4,,,1,,50,2,GIFTS,20,2,PET CARE,20,,,,,,,,,
1329,3,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,75,4,,,4,,,3,,250,1,,10,2,,2,4,,,4,,,2,,77,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,10,4,,,4,,,,,,,,,,,,,,,,,
1330,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,1,1,Broke my ankle and leg,2,0,0,0,3,3,1,,,1,1500,,,,,,2,,500,1,,2500,4,,,3,,3000,1,,25,2,,60,2,,120,2,,160,2,,155,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,540,2,,40,98,1,,4,,,4,,,4,,,1,,60,,,,,,,,,,,,,,,
1331,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,98,,,,,,,2,,200,1,,20,3,,30,3,,500,3,,50,2,,40,4,,,2,,15,4,,,4,,,4,,,4,,,3,,50,4,,,,,,,,,3,,6000,4,,,4,,,3,,300,2,,40,2,,130,4,,,4,,,,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,,,2,,583,2,,1000,2,,100,2,,300,2,,200,2,,50,2,,220,2,,280,2,,45,4,,,4,,,3,,400,2,,25,4,,,,,,,,,3,,14000,4,,,2,,70,3,,7000,4,,,1,,50,2,,10,2,,300,,,,,,,,,,,,,,,
1336,3,0,0,0,0,1,0,1,,,1,0,0,0,0,0,0,0,1,1,1,1,0,,,2,0,0,1,2,4,,,,,,,,,,,4,,,97,1,,4,,,97,2,,4,,,97,2,,4,,,2,,69,2,,149,4,,,4,,,4,,,2,,25,4,,,,,,,,,4,,,4,,,97,1,,4,,,4,,,1,,30,4,,,4,,,,,,,,,,,,,,,,,
1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,0,,,2,0,0,0,2,2,1,,,98,,,,,,,1,,75,1,,50,2,,30,2,,100,2,,100,1,,40,2,,300,2,,350,2,,125,2,,100,98,5,,98,4,,1,,20,4,,,4,,,98,6,,4,,,4,,,2,,50,3,,500,4,,,2,,200,4,,,2,,200,,,,,,,,,,,,,,,
1339,3,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2000,,,,,,2,,3,2,,5,1,,5,2,,300,4,,,2,,100,2,,400,2,,200,2,,150,3,,2000,3,,500,3,,100,2,,150,4,,,,,,,,,3,,500,4,,,2,,150,3,,1000,1,,20,2,,100,2,,30,1,,100,,,,,,,,,,,,,,,
1340,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,2,,1,1500,,,,,,1,,70,2,,80,2,,40,98,4,,2,,50,2,,200,2,,60,2,,50,2,,140,3,,500,98,3,,4,,,2,,100,4,,,,,,,,,3,,500,4,,,3,,600,3,,4000,4,,,2,,130,2,,80,2,,80,1,LOTTERY,10,,,,,,,,,,,,
1341,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,1,1,Had a baby,2,1,1,1,1,4,,7,,,,,,,97,,98,2,,2,,30,4,,,2,,100,2,,60,2,,100,4,,,4,,,2,,50,4,,,4,,,4,,,2,,30,4,,,2,,50,4,,,4,,,4,,,4,,,4,,,4,,,2,,60,4,,,4,,,,,,,,,,,,,,,,,
1342,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,2,2,,,,,,,,,,,1,,120,2,,200,2,,40,3,,1500,1,,25,2,,150,2,,125,2,,250,2,,85,4,,,3,,400,3,,186,2,,55,4,,,4,,,3,,900,4,,,4,,,2,,70,3,,2000,4,,,1,,20,2,,40,4,,,3,GIFTS FOR BIRTHDAYS AND OTHER  SPECIAL OCCASIONS,500,,,,,,,,,,,,
1343,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,,,2,,450,2,,160,4,,,2,,80,2,,30,2,,20,4,,,2,,220,2,,150,4,,,2,,10,3,,120,2,,20,4,,,98,1,,4,,,4,,,4,,,2,,30,4,,,4,,,2,,10,4,,,2,,80,,,,,,,,,,,,,,,
1344,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,1,1,0,0,3,3,,,,,,,,,,,98,2,,98,1,,98,7,,98,2,,98,7,,98,2,,98,2,,98,2,,98,3,,98,4,,98,98,,98,3,,98,98,,98,9,,,,,,,,98,4,,98,9,,98,3,,98,9,,98,7,,98,3,,98,98,,98,98,,,,,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,1,3,,,,,,,,,,,97,2,,98,2,,4,,,97,1,,97,1,,97,1,,4,,,97,2,,97,3,,4,,,98,2,,97,98,,97,98,,4,,,,,,,,,98,98,,4,,,98,98,,98,98,,98,98,,98,98,,98,99,,4,,,,,,,,,,,,,,,,,
1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,1,800,2,,350,4,,,4,,,2,,60,2,,30,2,,20,2,,120,2,,145,4,,,4,,,4,,,2,,30,3,,80,4,,,4,,,4,,,4,,,4,,,4,,,3,,1600,4,,,1,,30,2,,50,4,,,2,PET CARE,40,,,,,,,,,,,,
1351,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,3,,,,,,,,,,,2,,500,2,,500,2,,25,2,,550,2,,25,2,,55,2,,110,2,,200,2,,200,4,,,3,,390,3,,50,2,,30,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,55,4,,,4,,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,0,0,2,2,,,,,,,,,,,98,3,,98,9,,98,1,,98,2,,98,1,,98,1,,98,98,,98,98,,98,98,,98,98,,98,2,,98,2,,98,2,,98,9,,4,,,4,,,98,3,,4,,,98,2,,4,,,4,,,98,4,,4,,,98,3,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,3,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,1,,60,1,,20,4,,,2,,60,1,,40,2,,60,2,,30,2,,60,2,,90,4,,,4,,,4,,,1,,40,4,,,,,,,,,4,,,4,,,2,,100,4,,,4,,,1,,40,4,,,4,,,,,,,,,,,,,,,,,
1357,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,,1,1,pregnancy,3,0,0,0,3,3,1,,,1,1200,,,,,,2,,200,1,,30,2,,25,2,,150,2,,30,2,,20,4,,,2,,50,2,,50,4,,,3,,300,3,,100,2,,30,4,,,,,,,,,4,,,4,,,2,,40,3,,500,4,,,2,,100,1,,50,4,,,,,,,,,,,,,,,,,
1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,2,0,0,0,2,3,1,,,99,,,,,,,99,99,,99,99,,4,,,99,99,,2,,100,99,99,,2,,500,2,,500,99,99,,4,,,99,99,,99,99,,2,,100,4,,,,,,,,,4,,,4,,,2,,200,3,,1000,4,,,99,99,,4,,,4,,,2,LOTTERY,10,,,,,,,,,,,,
1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,1,1,,,,,,,,,,,2,,200,2,,20,4,,,2,,50,2,,20,2,,15,4,,,2,,56,4,,,4,,,4,,,4,,,2,,10,4,,,,,,,,,4,,,4,,,2,,10,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
1366,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,3,2,,2,,1,1300,,,,,,1,,100,1,,50,4,,,2,,400,4,,,2,,100,2,,200,2,,150,2,,150,4,,,3,,1000,2,,100,2,,30,4,,,4,,,4,,,4,,,4,,,2,,200,3,,2000,4,,,4,,,4,,,1,,200,,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,1850,,,,,,1,,150,1,,75,1,,50,2,,100,1,,20,2,,125,2,,100,2,,275,2,,200,4,,,3,,500,3,,150,1,,10,2,,75,4,,,2,,60,4,,,4,,,2,,200,3,,2000,4,,,2,,100,2,,50,2,,400,,,,,,,,,,,,,,,
1369,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,2,97,,,,,,,,,,,2,,20,2,,10,4,,,4,,,2,,10,2,,20,2,,20,4,,,4,,,4,,,2,,50,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,20,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
1370,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,97,,,,,,,,,,,1,,110,1,,20,4,,,2,,200,1,,25,2,,75,2,,300,2,,30,2,,181,3,,325,97,97,,4,,,2,,30,4,,,,,,,,,4,,,4,,,4,,,3,,800,4,,,4,,,4,,,2,,70,1,NO RESPONSE,20,,,,,,,,,,,,
1371,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,3,,1,,,,2,,,,,2,,350,2,,50,4,,,3,,1000,2,,40,2,,80,4,,,2,,150,2,,134,4,,,3,,200,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,50,4,,,4,,,2,,112,4,,,4,,,1,PET CARE,20,,,,,,,,,,,,
1372,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,1,,0,,,3,0,0,0,3,3,1,,,1,3000,,,,,,2,,330,2,,73,3,,288,3,,500,1,,10,3,,550,2,,93,2,,124,2,,124,4,,,3,,450,4,,,98,98,,3,,630,,,,,,,4,,,4,,,97,97,,4,,,4,,,2,,30,2,,18,4,,,,,,3,NO RESPONSE,70,,,,3,NO RESPONSE,600,,,
1373,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,2,,100,1,,20,4,,,3,,100,4,,,2,,50,2,,200,2,,650,2,,80,4,,,4,,,4,,,2,,30,4,,,,,,,,,98,4,,4,,,4,,,3,,1000,4,,,2,,50,4,,,1,,40,1,LOTTERY TICKETS,5,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2000,,,,,,1,,100,1,,30,1,,10,3,,3000,3,,100,98,1,,2,,235,2,,150,2,,179,2,,200,98,1,,3,,200,2,,20,4,,,,,,,,,4,,,4,,,3,,1000,3,,3000,4,,,2,,50,4,,,2,,50,,,,,,,,,,,,,,,
1378,2,0,0,0,0,0,0,0,,,0,1,0,0,0,0,1,97,0,0,0,,1,1,RETIRED ,3,0,0,0,3,97,,,,,,,,,,,1,,150,1,,20,97,97,,4,,,4,,,2,,125,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,2,,50,97,97,,,,,,,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,1,,45,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,3,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,,,1,,250,1,,100,4,,,2,,700,1,,12,1,,20,2,,600,4,,,2,,225,2,,158,4,,,3,,350,3,,250,2,,10,,,,,,,4,,,4,,,2,,50,98,98,,4,,,4,,,4,,,2,,200,,,,,,,,,,,,,,,
1381,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,1,,,98,,,,,,,97,1,,4,,,97,1,,97,1,,4,,,97,2,,97,3,,97,3,,97,3,,97,2,,97,1,,97,2,,97,2,,4,,,,,,,,,4,,,4,,,97,1,,4,,,4,,,97,2,,4,,,97,2,,,,,,,,,,,,,,,,
1382,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,4000,97,1,,97,2,,97,3,,97,4,,97,4,,97,2,,97,3,,97,3,,97,3,,4,,,4,,,97,4,,97,5,,4,,,,,,,,,4,,,4,,,97,2,,97,7,,4,,,97,3,,97,2,,97,5,,,,,,,,,,,,,,,,
1383,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,1,1200,2,,900,1,,75,4,,,3,,1300,3,,150,2,,200,4,,,2,,150,2,,300,4,,,3,,4000,4,,,4,,,4,,,,,,,,,2,,400,4,,,4,,,4,,,4,,,4,,,4,,,2,,60,,,,,,,,,,,,,,,
1384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,3,0,0,0,3,3,,2,,1,1000,,,,,,3,,4400,3,,2000,4,,,3,,1000,3,,200,3,,800,2,,200,2,,200,4,,,3,,1500,3,,200,3,,200,3,,1000,4,,,4,,,4,,,4,,,4,,,3,,200,3,,2000,4,,,2,,200,2,,50,4,,,,,,,,,,,,,,,,,
1385,3,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,0,0,1,,1,1,I blacked out on the street and didn't recover until I was ina  hospital emergency room.  The fall affected my balance.,3,0,0,0,3,4,1,,,1,6000,,,,,,97,2,,97,4,,4,,,97,6,,97,4,,97,6,,97,3,,97,2,,97,2,,4,,,4,,,4,,,97,4,,4,,,,,,,,,4,,,4,,,97,4,,97,8,,4,,,97,97,,97,97,,4,,,,,,,,,,,,,,,,,
1386,1,0,1,0,0,0,1,0,,,1,0,0,0,0,0,0,0,0,0,0,,1,1,got a fulltime professional job ,1,0,0,1,2,3,,1,,,,3,98,,,,97,1,,97,1,,4,,,97,5,,4,,,97,3,,98,2,,2,,100,4,,,2,,70,2,,10,4,,,2,,50,98,1,,,,,,,,2,,1000,4,,,2,,10,2,,10,4,,,4,,,4,,,2,,400,,,,,,,,,,,,,,,
1387,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,1,,,98,,,,,,,2,,250,2,,100,4,,,2,,100,2,,40,2,,50,2,,180,2,,120,2,,200,2,,120,98,2,,98,5,,2,,300,4,,,,,,,,,4,,,4,,,2,,40,3,,2500,4,,,4,,,4,,,2,,130,2,PET FOOD AND CARE,60,,,,,,,2,GIFTS,50,,,
1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,3,0,0,0,0,0,1,0,,,0,0,0,0,1,0,1,0,1,1,1,0,0,,,1,1,1,0,1,3,,,,,,,,,,,2,,400,1,,30,4,,,2,,400,2,,15,2,,30,98,4,,2,,100,4,,,4,,,3,,500,3,,200,3,,150,4,,,,,,,,,4,,,4,,,3,,300,4,,,4,,,3,,400,4,,,4,,,,,,,,,,,,,,,,,
1390,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,,,2,0,0,0,1,3,1,,,1,1500,,,,,,1,,200,4,,,4,,,2,,100,4,,,2,,30,2,,400,2,,350,2,,160,3,,1200,4,,,4,,,2,,50,4,,,4,,,2,,300,4,,,4,,,2,,150,4,,,4,,,2,,200,4,,,2,,200,2,PET CARE,50,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,1,1,Problem with getting SCRIE help even though approved for it - because of way last lease was worded.,3,0,0,0,3,2,,,,,,,,,1,1800,1,,60,1,,50,4,,,4,,,1,,5,3,,200,2,,60,2,,15,2,,36,4,,,3,,100,4,,,3,,100,4,,,,,,,,,4,,,4,,,3,,100,4,,,4,,,1,,15,4,,,4,,,,,,,,,,,,,,,,,
1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,,,,,,,,,1,700,2,,700,2,,50,4,,,3,,50,2,,30,2,,15,2,,77,2,,100,2,,136,4,,,3,,25,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,5,4,,,4,,,1,,10,2,,30,4,,,2,PET CARE,100,3,GIFTS FOR GRANDKIDS/NEPHEWS,300,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,60,2,,60,2,,20,2,,45,1,,3,2,,10,2,,45,2,,10,2,,73,4,,,3,,50,98,4,,2,,15,4,,,,,,,,,4,,,4,,,4,,,3,,5000,3,,700,2,,15,3,,300,4,,,,,,,,,,,,,,,,,
1402,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,2500,,,,,,2,,500,2,,650,4,,,2,,100,2,,60,2,,60,2,,450,2,,150,2,,120,2,,50,3,,400,3,,300,3,,400,4,,,,,,,,,4,,,4,,,2,,75,3,,40000,4,,,4,,,3,,350,2,,80,3,LOTTERY TICKET,600,3,GIFTS,6000,,,,,,,,,
